"koi_disposition","kepid","kepoi_name","tce_depth","tce_ldm_coeff1","tce_chisq1","tce_chisqgofdof","tce_smet","tce_steff_prov","tcet_model_dof","wst_robstat","tce_fwm_prao","tce_time0_sn"
"CANDIDATE",10904857,"K00194.01",16370,0.4011664,16510,1546,-0.1,5,10230,18.57,9.224e-05,78274496550.1409
"CANDIDATE",11502867,"K00195.01",14300,0.4325744,104500,2282,-0.22,34,16510,0.6101,0.0009451,83627822686.4106
"CANDIDATE",9410930,"K00196.01",10570,0.4999624,45690,3285,-0.08,35,23190,8.595,-0.0004327,132866444046.35
"CANDIDATE",2987027,"K00197.01",10480,0.645426,2030,573,0,31,4330,3.043,0.0001316,22411835054.1816
"FALSE POSITIVE",10666242,"K00198.01",17620,0.620495,16780,95,0.28,4,598,3.255,-0.0002927,9944786965.9972
"CANDIDATE",10019708,"K00199.01",10120,0.4926752,20670,2674,0.14,26,19760,2.672,0.0004907,61756212172.2856
"FALSE POSITIVE",10019708,"K00199.02",214,0.4926752,802.2,1917,0.14,26,15580,7.106,-0.0009013,253914782.882108
"CANDIDATE",6046540,"K00200.01",8466,0.5451224,5999,1013,0.36,36,7350,2.835,-0.0002521,32069228578.6692
"CANDIDATE",6849046,"K00201.01",7556,0.6794188,11390,1724,0.42,23,12490,2.614,0.0001861,65936034550.3671
"CANDIDATE",7877496,"K00202.01",10090,0.591344,43780,2767,0.26,37,18630,7.802,-0.001587,135773976428.686
"CANDIDATE",10619192,"K00203.01",20740,0.6319096,630000,5403,0.3,38,25680,5.683,0.000807,202141657334.826
"CANDIDATE",9305831,"K00204.01",6992,0.5807008,12210,2294,0.26,27,16540,1.378,0.001239,35611428869.8346
"CANDIDATE",7046804,"K00205.01",9748,0.5706248,2727,590,-0.16,5,4422,3.438,0.002979,24125433622.5788
"CANDIDATE",5728139,"K00206.01",4707,0.3859896,2406,3103,0.04,39,24040,2.264,7.626e-06,18874725139.5445
"CANDIDATE",3762468,"K00208.01",8334,0.4686352,2723,2356,0.21,5,16990,3.237,-0.0008451,34290551158.0059
"CANDIDATE",10723750,"K00209.01",5715,0.389029,768.2,614,-0.06,15,4621,2.386,-0.000125,5987206001.42427
"CANDIDATE",10723750,"K00209.02",2407,0.389029,702.2,982,-0.06,15,8074,1.886,-0.0001188,4400244479.93347
"FALSE POSITIVE",10602291,"K00210.01",8032,0.3852592,3421,291,-0.12,5,2052,3.069,0.0005884,9652277847.45676
"CANDIDATE",10656508,"K00211.01",7689,0.52884,81.62,92,0.14,26,774,3.82,0.0007906,3448626081.48409
"CANDIDATE",6300348,"K00212.01",4947,0.3460362,740.8,903,-0.24,8,6688,2.863,-0.0008977,14741111691.5557
"FALSE POSITIVE",9164836,"K00213.01",69480,0.325174,217500,229,-0.34,5,1589,323.3,-0.008019,49079092306.6774
"CANDIDATE",11046458,"K00214.01",5929,0.6971144,5580,1126,0.44,12,7688,1.617,0.0002351,46837778384.0608
"FALSE POSITIVE",12508335,"K00215.01",9109,0.33518,2145,180,-0.42,5,1302,3.534,0.0009722,7795499866.63449
"CANDIDATE",6152974,"K00216.01",5389,0.6671472,509.8,418,0.18,26,3082,1.962,0.001078,7175127867.8942
"CANDIDATE",6152974,"K00216.02",283.6,0.6671472,894.3,1120,0.18,26,8267,4.13,0.0004392,832803001.519757
"CANDIDATE",9595827,"K00217.01",21570,0.62379,8944,1879,0.21,40,13560,2.686,0.001912,85364725682.0568
"FALSE POSITIVE",9838975,"K00218.01",51420,0.433532,11860,465,-0.52,5,3415,33.36,0.001143,30695345897.4805
"CANDIDATE",6305192,"K00219.01",3118,0.4266104,1290,1726,0,31,13540,4.062,-0.0002373,11419739877.9399
"CANDIDATE",7132798,"K00220.01",1869,0.509705,4836,3020,-0.1,5,22120,2.344,-5.631e-06,23718141943.4622
"CANDIDATE",7132798,"K00220.02",112.2,0.509705,1814,1778,-0.1,5,13560,1.25,2.054e-05,920788699.852972
"CANDIDATE",3937519,"K00221.01",3863,0.6347136,5858,2178,0.18,26,15780,1.941,-0.0002326,25001272992.7959
"CANDIDATE",3937519,"K00221.02",138.8,0.6347136,1140,1491,0.18,26,11320,0.4181,-7.155e-05,538587938.992927
"CANDIDATE",4249725,"K00222.01",1280,0.625576,1461,1196,-0.18,29,8622,2.877,0.0002262,4503722266.45484
"CANDIDATE",4249725,"K00222.02",792.1,0.625576,599.9,690,-0.18,29,5253,2.598,-7.528e-05,1474586451.71366
"CANDIDATE",4545187,"K00223.01",1133,0.4671488,2636,1503,-0.38,5,10100,2.277,0.0001163,9291139815.38601
"CANDIDATE",4545187,"K00223.02",1002,0.4671488,147.6,191,-0.38,5,1459,2.939,0.0004907,1040483839.5226
"FALSE POSITIVE",5547480,"K00224.01",835.2,0.4262712,1682,1220,-0.06,5,8614,7.081,0.004861,3351568088.85928
"FALSE POSITIVE",5801571,"K00225.01",2243,0.4448568,9810,4167,0.16,26,23600,2.274,-0.000935,35696971900.1054
"CANDIDATE",5959753,"K00226.01",796.8,0.6698452,976.2,1194,0.18,26,9127,3.522,0.0003117,2013838644.8464
"CANDIDATE",3847907,"K00229.01",2969,0.600218,5674,2109,0.22,5,15070,1.458,-0.0008899,17369988820.8074
"FALSE POSITIVE",3862246,"K00230.01",4766,0.5630592,1877,835,-0.06,5,5518,23.24,0.003877,12431247246.5984
"FALSE POSITIVE",4043443,"K00231.01",5435,0.6686998,158.3,58,0,31,448,53.52,-0.0008265,2476898164.26291
"CANDIDATE",4833421,"K00232.01",2247,0.3757664,1064,1111,-0.16,15,8532,2.13,0,6395899279.63839
"CANDIDATE",4833421,"K00232.02",354.5,0.3757664,1439,1686,-0.16,15,12470,2.434,0,2052976643.4467
"CANDIDATE",4833421,"K00232.03",352.7,0.3757664,182.1,458,-0.16,15,3641,2.578,0,369045847.369853
"CANDIDATE",4833421,"K00232.04",296.5,0.3757664,358,515,-0.16,15,4150,2.719,0,620558734.909304
"CANDIDATE",4833421,"K00232.05",325.6,0.3757664,138.3,305,-0.16,15,2297,2.19,0,308783669.054342
"FALSE POSITIVE",5023956,"K00233.01",4170,-0.1298338,55250,3819,-1.94,5,25720,0.4365,0.06048,16677218844.4686
"CANDIDATE",8491277,"K00234.01",788.7,0.4471596,862.3,1311,0.02,5,10250,2.664,-0.0001339,2555801479.98851
"CANDIDATE",8107225,"K00235.01",629.3,0.6464976,1604,1098,0.14,5,7691,2.324,-0.0005645,3910613902.20319
"FALSE POSITIVE",8453211,"K00236.01",1391,0.3944382,19380,2397,-0.4,5,18560,1.038,0.02224,1725758150.91316
"CANDIDATE",8041216,"K00237.01",648.6,0.5003708,912.4,1186,0,31,8927,2.493,-0.00017,2807646957.23976
"CANDIDATE",7219825,"K00238.01",511,0.3685308,512.8,731,-0.16,15,5635,1.69,-1.12e-05,1525460906.09135
"CANDIDATE",7219825,"K00238.02",280.6,0.3685308,22.4,115,-0.16,15,868,3.543,-0.0002463,93784833.7719985
"CANDIDATE",7219825,"K00238.03",118.3,0.3685308,286.3,429,-0.16,15,3327,3.954,8.615e-05,275286474.072961
"CANDIDATE",6383785,"K00239.01",1448,0.5367664,1557,1322,0.14,26,9550,1.619,-0.001668,5655231671.52723
"CANDIDATE",6383785,"K00239.02",169.1,0.5367664,2056,1839,0.14,26,13540,2.458,-0.00037,1006944102.63983
"CANDIDATE",8026752,"K00240.01",1044,0.3884472,3006,2344,-0.08,5,17640,3.811,-0.0001599,4369331368.44503
"CANDIDATE",11288051,"K00241.01",756.2,0.5177372,507.8,560,-0.44,15,4205,2.535,0.0001222,1988272644.81016
"CANDIDATE",11288051,"K00241.02",304.7,0.5177372,221.3,329,-0.44,15,2476,1.933,-0.000423,403907471.084714
"CANDIDATE",11288051,"K00241.03",134.6,0.5177372,1798,1646,-0.44,15,11900,2.336,0.0001142,1210049240.68789
"FALSE POSITIVE",3642741,"K00242.01",3740,0.5861328,1893,1843,0.16,5,14500,3.715,0.001466,9017469494.5013
"FALSE POSITIVE",9592579,"K00243.01",4574,0.4533772,28610,3795,0.07,5,28600,1.804,0.03197,7127912547.36292
"CANDIDATE",4349452,"K00244.01",1174,0.3769672,2409,599,-0.06,17,4319,1.17,-0.0008787,16973906189.5016
"CANDIDATE",4349452,"K00244.02",401.3,0.3769672,1775,1531,-0.06,17,11650,2.692,-0.0002248,9570771947.74412
"CANDIDATE",8478994,"K00245.01",605.8,0.4979972,589.4,335,-0.24,0,2509,1.58,-0.0008098,6939020667.51085
"CANDIDATE",8478994,"K00245.02",90.43,0.4979972,455.2,460,-0.24,0,3519,1.17,-5.604e-05,1510496652.88443
"CANDIDATE",11295426,"K00246.01",346.6,0.5061944,1828,1881,0.06,0,14020,1.707,-4.282e-05,12007855336.5909
"CANDIDATE",11295426,"K00246.02",55.17,0.5061944,906.4,954,0.06,0,7134,0.4061,5.118e-05,1217555832.1885
"CANDIDATE",11852982,"K00247.01",1035,0.5166824,386.5,368,0.02,41,2574,3.371,0.0005753,2292586124.78171
"CANDIDATE",5364071,"K00248.01",1769,0.5301488,1014,1019,-0.02,41,7413,1.413,0.000292,3987023743.78796
"CANDIDATE",5364071,"K00248.02",748.3,0.5301488,2527,1748,-0.02,41,11810,2.414,0.0003273,4733923265.15501
"CANDIDATE",5364071,"K00248.03",1382,0.5301488,617.5,568,-0.02,41,4193,2.33,-3.725e-06,1698835366.65536
"CANDIDATE",5364071,"K00248.04",785.9,0.5301488,319.1,324,-0.02,41,2422,3.223,0.0001609,996363533.054916
"CANDIDATE",9390653,"K00249.01",1844,0.4718682,814.8,489,-0.14,41,3299,2.971,0.0005224,6594790186.40248
"CANDIDATE",9757613,"K00250.01",2788,0.582312,751,606,-0.12,41,4355,3.015,0.001444,4153489820.01888
"CANDIDATE",9757613,"K00250.02",2014,0.582312,403.9,320,-0.12,41,2320,3.261,0.001046,2547608694.97539
"CANDIDATE",9757613,"K00250.03",1487,0.582312,181.6,96,-0.12,41,702,3.374,0.0003642,1309352249.39332
"CANDIDATE",9757613,"K00250.04",385.6,0.582312,1998,1615,-0.12,41,11350,2.719,0.000243,1858291259.49027
"CANDIDATE",10489206,"K00251.01",2317,0.5289748,1601,897,-0.06,41,6087,2.206,-0.002341,10813321470.1011
"CANDIDATE",10489206,"K00251.02",258.2,0.5289748,1004,784,-0.06,41,5525,2.474,-0.0003091,941478081.125339
"CANDIDATE",11187837,"K00252.01",2277,0.5189674,409.7,574,0.06,41,4269,2.501,0.0001334,2329281946.18392
"CANDIDATE",11752906,"K00253.01",2377,0.6517824,941,607,0.48,41,4077,1.73,0.0001267,4120169440.89205
"CANDIDATE",11752906,"K00253.02",810.4,0.6517824,254.5,319,0.48,41,2290,2.372,-0.000606,401477055.113191
"CANDIDATE",5794240,"K00254.01",36660,0.6173318,10720,1932,0.32,41,12960,1.907,0.0003089,128184965303.341
"CANDIDATE",7021681,"K00255.01",2312,0.5212984,310.8,352,-0.02,41,2702,3.659,0.0003092,2699979653.67251
"CANDIDATE",7021681,"K00255.02",200.3,0.5212984,518.3,534,-0.02,41,3818,3.285,0.0005235,395255268.792967
"FALSE POSITIVE",7021681,"K00255.03",124.3,0.5212984,918.1,1066,-0.02,41,7907,1.784,-0.0001288,347310819.394752
"FALSE POSITIVE",11548140,"K00256.01",1769,0.534752,8276,2677,0.46,41,18150,7.936,-0.0008784,5089159853.39724
"CANDIDATE",5514383,"K00257.01",499.9,0.4892834,904.7,685,0.2,0,4858,1.101,0.0001405,12149226992.8935
"FALSE POSITIVE",11231334,"K00258.01",1178,0.346022,4957,2638,-0.06,5,20210,15.1,-0.0007727,3849834243.40032
"FALSE POSITIVE",5790807,"K00259.01",24260,0.4307064,25180,136,0.14,18,1345,8.825,-0.00258,30034928033.5701
"CANDIDATE",8292840,"K00260.01",347,0.3460656,108,299,-0.16,17,2509,1.335,6.138e-05,1581898551.47173
"CANDIDATE",8292840,"K00260.02",112.4,0.3460656,771.5,1207,-0.16,17,9125,1.921,1.493e-05,2064231600.36661
"CANDIDATE",8292840,"K00260.03",118.4,0.3460656,331.4,738,-0.16,17,5647,2.928,-4.144e-05,1095020384.1316
"CANDIDATE",5383248,"K00261.01",656.6,0.5374356,620.7,576,0.04,20,4444,3.306,-0.0001819,8817220907.30491
"CANDIDATE",11807274,"K00262.01",120.3,0.3827764,766.7,642,0,17,4565,4.209,-8.77e-06,2591281787.1302
"CANDIDATE",11807274,"K00262.02",94.87,0.3827764,1123,1557,0,17,11800,1.233,-3.192e-06,1096678653.59273
"FALSE POSITIVE",10514430,"K00263.01",63.69,0.4644792,404.7,132,-0.06,0,876,-1.121,5.173e-05,667822780.058268
"FALSE POSITIVE",3097346,"K00264.01",96,0.4693948,2083,2140,0.08,13,15870,4.284,-0.004655,1804010758.0612
"CANDIDATE",12024120,"K00265.01",97.33,0.4605088,2221,2380,0.08,23,17790,2.147,4.349e-05,2462861006.66536
"CANDIDATE",7375348,"K00266.01",154.6,0.5136016,348.9,646,0.18,23,4986,3.323,-1.537e-05,1170850125.19375
"CANDIDATE",7375348,"K00266.02",102.1,0.5136016,192,157,0.18,23,1181,3.37,-0.0001124,500527033.666951
"CANDIDATE",3425851,"K00268.01",511.8,0.3697376,98.57,303,-0.06,17,2303,-1.121,0.000119,1916299800.17485
"CANDIDATE",7670943,"K00269.01",104.3,0.4109248,429.5,939,0.1,17,7184,2.134,0,1145949932.54944
"CANDIDATE",6528464,"K00270.01",112.1,0.4901654,660.6,1266,-0.1,17,10250,2.679,-3.269e-05,1177133130.34931
"CANDIDATE",6528464,"K00270.02",170,0.4901654,210.9,577,-0.1,17,4892,2.895,-6.429e-05,888623448.076157
"CANDIDATE",9451706,"K00271.01",325.5,0.5328668,424.1,741,0.32,17,5594,3.202,-0.0002136,1929515141.51203
"CANDIDATE",9451706,"K00271.02",348.5,0.5328668,199.4,381,0.32,17,2986,2.363,-0.000242,1684721593.17056
"CANDIDATE",9451706,"K00271.03",97.74,0.5328668,577,669,0.32,17,4968,2.248,-7.829e-05,1059990587.34127
"FALSE POSITIVE",5716763,"K00272.01",257.9,0.1990456,10980,5828,-0.62,5,25610,0.8351,2.496e-06,22063684650.4354
"CANDIDATE",3102384,"K00273.01",296.4,0.626228,914,450,0.34,0,3066,2.451,9.328e-05,4419356116.24759
"CANDIDATE",8077137,"K00274.01",49.06,0.3842872,515.3,919,-0.1,17,7150,2.688,7.527e-07,449042005.432447
"CANDIDATE",8077137,"K00274.02",45.76,0.3842872,349.5,516,-0.1,17,4100,2.679,-1.107e-05,344717723.477689
"CANDIDATE",10586004,"K00275.01",198.2,0.5929728,436.4,1036,0.3,0,8238,2.966,-1.299e-05,1179116735.90932
"CANDIDATE",10586004,"K00275.02",217.9,0.5929728,76.19,281,0.3,0,2215,1.502,-3.616e-05,400810423.839914
"CANDIDATE",11133306,"K00276.01",427.3,0.4410784,176.2,295,0,0,2353,3.646,0.0002025,2304969533.0911
"CANDIDATE",11401755,"K00277.01",484,0.3660928,1788,1395,-0.2,17,11500,2.746,-8.509e-06,2693211488.25065
"CANDIDATE",11401755,"K00277.02",64.69,0.3660928,604.9,1334,-0.2,17,10610,1.959,-2.489e-05,147742017.019125
"CANDIDATE",12314973,"K00279.01",1419,0.4735292,574.6,701,0.22,0,5708,3.712,3.175e-05,6526598431.4768
"CANDIDATE",12314973,"K00279.02",248.7,0.4735292,454.7,962,0.22,0,7399,3.266,-3.356e-05,1391911506.23108
"CANDIDATE",12314973,"K00279.03",32.88,0.4735292,1031,1745,0.22,0,13170,1.86,-7.683e-06,440687732.575569
"CANDIDATE",4141376,"K00280.01",343.6,0.3575248,929.9,611,-0.18,0,4424,3.085,5.744e-06,5420376891.91129
"CANDIDATE",4143755,"K00281.01",296.6,0.3604768,478.8,1040,-0.36,17,8439,2.321,1.187e-05,1612635810.65991
"CANDIDATE",5088536,"K00282.01",632.6,0.4027144,287.6,576,-0.16,0,4510,2.307,2.016e-05,3652427349.13033
"CANDIDATE",5088536,"K00282.02",76.05,0.4027144,951.4,1176,-0.16,0,8759,3.179,-2.189e-05,1122728790.2278
"CANDIDATE",5088536,"K00282.03",127.1,0.4027144,110.7,57,-0.16,0,439,0.7941,-2.686e-05,567386425.878976
"CANDIDATE",5695396,"K00283.01",428.3,0.5629992,532.5,573,0.12,20,4176,3.002,4.58e-05,4630105673.31612
"CANDIDATE",5695396,"K00283.02",59.9,0.5629992,311.1,458,0.12,20,3546,2.528,1.704e-05,434914859.090555
"CANDIDATE",6021275,"K00284.01",119.7,0.36567,1013,1179,-0.24,23,8998,2.33,-0.0001089,1825270076.35745
"CANDIDATE",6021275,"K00284.02",179.4,0.36567,375.5,407,-0.24,23,3021,2.709,-1.598e-05,1155230342.10155
"CANDIDATE",6021275,"K00284.03",99.16,0.36567,973.7,1124,-0.24,23,8435,2.119,6.599e-05,1552484964.99738
"CANDIDATE",6021275,"K00284.04",122.8,0.36567,80.92,64,-0.24,23,484,3.116,-5.894e-05,365332904.767645
"CANDIDATE",6196457,"K00285.01",419.8,0.5165528,627.6,1211,0.16,17,9339,3.343,-4.106e-07,3104264084.4269
"CANDIDATE",6196457,"K00285.02",198.8,0.5165528,368.9,888,0.16,17,6692,2.864,-5.984e-05,983754888.760659
"CANDIDATE",6196457,"K00285.03",136.8,0.5165528,157.6,551,0.16,17,4512,2.256,-1.481e-05,467176412.155489
"FALSE POSITIVE",8258171,"K00286.01",176.6,0.5048886,449.9,831,0.07,8,6855,23.15,0.001145,608713978.963864
"FALSE POSITIVE",8703887,"K00287.01",14000,0.4806636,7334,740,0.07,13,5558,21.3,-0.001949,19586172232.7711
"CANDIDATE",9592705,"K00288.01",210.4,0.472316,756.2,1506,0.22,0,11900,2.118,4.905e-05,2366213337.70277
"CANDIDATE",10386922,"K00289.01",2769,0.3830378,35.08,127,-0.2,23,876,3.481,-0.0002362,2459036752.74624
"CANDIDATE",10386922,"K00289.02",490.5,0.3830378,323.1,714,-0.2,23,5767,3.941,-1.643e-05,1607213234.95715
"FALSE POSITIVE",10488450,"K00290.01",208.5,0.2888592,2384,1790,-0.22,13,12710,4.372,0.002038,4881801297.32224
"CANDIDATE",10933561,"K00291.01",350.7,0.5867264,205.7,510,0.16,23,4129,2.095,-0.0001865,1040761560.76716
"CANDIDATE",10933561,"K00291.02",143.2,0.5867264,741.1,570,0.16,23,4035,2.505,-5.756e-05,1257804374.44602
"CANDIDATE",11075737,"K00292.01",201.5,0.4220914,2427,1867,-0.2,20,13140,3.065,5.944e-05,4727359905.72124
"FALSE POSITIVE",11200415,"K00293.01",85.66,0.1706752,1565,1873,-0.66,5,13890,2.953,0.002338,1095118077.92161
"CANDIDATE",11259686,"K00294.01",429.1,0.5577584,243.8,388,0.3,23,2951,3.45,0.0001423,1341861888.78079
"CANDIDATE",11547513,"K00295.01",288.4,0.4117954,997.5,1297,-0.14,23,9574,4.252,7.602e-06,4247103111.58167
"CANDIDATE",11547513,"K00295.02",120.3,0.4117954,565.9,458,-0.14,23,3258,3.423,0.0001061,1186910465.72905
"CANDIDATE",11802615,"K00296.01",455.7,0.4761384,210.7,372,-0.08,23,2877,3.132,-0.0001265,1273693221.61405
"CANDIDATE",11905011,"K00297.01",136.7,0.5777164,1038,1230,0.48,23,9055,2.528,1.076e-05,1993641383.79081
"CANDIDATE",12785320,"K00298.01",270.9,0.5652892,458.3,395,-0.16,23,2714,2.585,-0.0001458,1361527369.53025
"CANDIDATE",12785320,"K00298.02",244.3,0.5652892,155.2,209,-0.16,23,1637,2.489,-1.679e-05,433637556.721735
"CANDIDATE",2692377,"K00299.01",210.8,0.6136144,5441,4807,0.18,20,32130,5.357,5.064e-05,6457728324.91582
"FALSE POSITIVE",3438975,"K00300.01",117.6,0.2975442,3194,4319,-0.34,5,32190,1.954,-0.0004526,1100005376.87406
"CANDIDATE",3642289,"K00301.01",199.4,0.491574,1467,1642,0.26,23,12400,2.623,-3.939e-05,2213100271.34473
"CANDIDATE",3642289,"K00301.02",75.24,0.491574,696,1136,0.26,23,8707,2.604,-0.0001436,508086013.493936
"CANDIDATE",3662838,"K00302.01",732,0.3758036,286,717,-0.02,5,6070,2.673,0.0001101,2800346766.74233
"CANDIDATE",5966322,"K00303.01",745.9,0.4861876,124,263,-0.12,23,2096,2.708,-0.0001004,2187091314.03118
"CANDIDATE",6029239,"K00304.01",596.3,0.4862572,885,718,-0.06,23,5053,2.792,6.307e-05,6855811173.85209
"CANDIDATE",6029239,"K00304.02",27.66,0.4862572,1304,1259,-0.06,23,9229,1.097,-2.715e-05,401565388.07557
"CANDIDATE",6063220,"K00305.01",434,0.689038,1734,1584,0.18,20,11660,2.392,0.0001683,5540192272.97346
"CANDIDATE",6071903,"K00306.01",688,0.6308944,356.7,310,0.12,23,2199,2.243,4.88e-05,2932514853.7559
"CANDIDATE",6289257,"K00307.01",205.8,0.4181488,361.1,494,-0.08,23,3818,3.013,-3.859e-05,1217030706.23345
"CANDIDATE",6289257,"K00307.02",102.9,0.4181488,1312,1856,-0.08,23,14020,2.63,-0.0001391,1534599372.39801
"CANDIDATE",6291837,"K00308.01",633.2,0.3903928,395.2,463,-0.04,23,3627,4.16,0.0001206,2108147562.94439
"FALSE POSITIVE",7024222,"K00309.01",48.47,0.6658448,4756,2933,-0.12,5,19620,3.192,-0.001019,1892237492.19587
"CANDIDATE",7050989,"K00312.01",224.8,0.4627096,665.8,776,0.14,23,5715,1.845,-5.483e-07,2620971874.65302
"CANDIDATE",7050989,"K00312.02",211.5,0.4627096,458.3,603,0.14,23,4310,3.679,-7.669e-05,1861312872.45819
"CANDIDATE",7419318,"K00313.01",562.7,0.6081998,517.7,483,-0.04,15,3543,2.575,3.233e-05,2478208157.8966
"CANDIDATE",7419318,"K00313.02",337.8,0.6081998,1163,1001,-0.04,15,7489,2.439,3.494e-05,2509157771.22743
"CANDIDATE",7603200,"K00314.01",722.4,0.6412004,668.5,441,-0.24,41,3118,2.928,-8.085e-05,5532962661.62421
"CANDIDATE",7603200,"K00314.02",610.1,0.6412004,442.5,250,-0.24,41,1744,2.671,3.272e-05,2664127314.8525
"CANDIDATE",7603200,"K00314.03",108.6,0.6412004,656.8,544,-0.24,41,3841,3.524,5.394e-05,621834116.440178
"CANDIDATE",7700622,"K00315.01",941.4,0.597525,890.6,385,-0.24,23,3080,2.246,4.738e-05,2793113099.35559
"CANDIDATE",8008067,"K00316.01",538.4,0.641508,705.7,887,0.34,23,6879,1.607,-2.066e-05,2553483389.15354
"CANDIDATE",8008067,"K00316.02",549.3,0.641508,66.95,138,0.34,23,1038,3.728,-0.0004604,721428634.398775
"CANDIDATE",8008067,"K00316.03",249.8,0.641508,1004,607,0.34,23,4136,3.285,-7.572e-05,2773699701.15865
"CANDIDATE",8121310,"K00317.01",455.6,0.4968772,311,834,0.34,23,6909,3.175,-5.759e-05,1623807759.97778
"CANDIDATE",8121310,"K00317.02",52.34,0.4968772,667,1399,0.34,23,10690,2.248,1.465e-05,154802726.579102
"CANDIDATE",8156120,"K00318.01",1352,0.5178176,520.9,721,0.44,23,5714,2.383,0,3708089019.39105
"CANDIDATE",8684730,"K00319.01",1807,0.454997,895.7,316,0.04,0,2371,2.396,-0.0001425,4158721930.85878
"FALSE POSITIVE",8700558,"K00320.01",134.6,0.2914628,1724,1315,-0.24,5,9188,35.8,0.0002491,3564524489.52627
"CANDIDATE",8753657,"K00321.01",162.6,0.612256,3694,3013,0.26,23,22150,3.772,-2.435e-05,4751284125.614
"CANDIDATE",8753657,"K00321.02",63.17,0.612256,1593,1576,0.26,23,11820,1.395,-2.082e-05,1043482511.35943
"FALSE POSITIVE",8948424,"K00322.01",19660,0.4997976,2746,1244,0,14,9072,9.221,-0.03629,6258112703.48674
"CANDIDATE",9139084,"K00323.01",554.7,0.5608972,1151,1038,-0.06,23,7199,2.045,-8.512e-05,8209229225.88196
"FALSE POSITIVE",9641041,"K00324.01",94.66,0.3050328,4029,2760,-0.22,5,19770,6.773,-6.577e-06,3677841148.27948
"FALSE POSITIVE",9724984,"K00325.01",459.7,0.6546596,914.7,749,0.48,5,5484,3.096,-0.02528,2269622617.08855
"CANDIDATE",9880467,"K00326.01",921.7,0.6420696,735.1,950,-0.2,4,7176,2.996,-0.002696,1787694974.00347
"CANDIDATE",9880467,"K00326.02",836.4,0.6420696,53.32,178,-0.2,4,1410,3.354,-0.002291,167441701.849035
"CANDIDATE",9881662,"K00327.01",159.2,0.514166,2429,2616,0.16,23,19700,2.563,-4.876e-05,3073757304.17548
"CANDIDATE",9881662,"K00327.02",200.6,0.514166,101.4,241,0.16,23,1955,2.756,-0.000157,303457533.596369
"FALSE POSITIVE",9895004,"K00328.01",489.5,0.4552512,3302,2131,-0.1,4,14210,1.493,0.0004848,17947786290.7942
"FALSE POSITIVE",10031885,"K00329.01",226.4,0.3518398,755.6,1527,-0.26,5,11890,10.07,-0.0001957,513789827.046394
"CANDIDATE",11361646,"K00330.01",285.1,0.4473524,993.8,1762,0,31,13480,2.964,7.85e-05,1156924193.44197
"CANDIDATE",11361646,"K00330.02",62.55,0.4473524,3692,4149,0,31,29280,1.308,-4.707e-05,913178196.534716
"CANDIDATE",10285631,"K00331.01",384.6,0.6058732,457.1,683,0.18,23,5551,2.425,-3.893e-05,1021588870.99526
"CANDIDATE",10285631,"K00331.02",116.6,0.6058732,503.6,336,0.18,23,2248,2.827,-6.326e-05,750828827.285851
"CANDIDATE",10290666,"K00332.01",247.2,0.61894,1142,1453,0.46,23,10830,1.302,2.787e-05,2312279247.62883
"CANDIDATE",10290666,"K00332.02",41.67,0.61894,848.8,1324,0.46,23,10300,2.747,-2.311e-05,311081347.18243
"CANDIDATE",10337258,"K00333.01",371.4,0.2740644,527,1247,-0.26,5,9317,3.669,-2.066e-05,1574734762.4729
"FALSE POSITIVE",10383687,"K00334.01",128.6,0.3201616,1040,869,-0.28,13,6280,6.183,-0.009879,466138559.718681
"FALSE POSITIVE",10470206,"K00335.01",793.2,0.3017588,174.4,449,-0.18,8,3601,2.094,-0.0006504,1663558621.43738
"FALSE POSITIVE",10518725,"K00336.01",121.8,0.3637276,456.1,534,-0.06,5,3980,8.542,-0.003453,500052959.412721
"CANDIDATE",10545066,"K00337.01",371.2,0.5014608,316.7,578,0,31,4341,2.195,0.0001394,918752128.499628
"CANDIDATE",10552611,"K00338.01",329.6,0.6855642,846.1,962,0.22,15,7153,2.125,0.0001924,2004335295.5104
"CANDIDATE",10552611,"K00338.02",66.08,0.6855642,1876,1812,0.22,15,12940,2.026,1.059e-05,824651156.541193
"CANDIDATE",10587105,"K00339.01",256,0.3706684,3322,2945,-0.16,15,21540,1.573,-2.879e-05,4222129733.61561
"CANDIDATE",10587105,"K00339.02",273.2,0.3706684,443.3,594,-0.16,15,4031,2.808,-3.223e-05,930946087.893002
"CANDIDATE",10587105,"K00339.03",238.6,0.3706684,135.2,278,-0.16,15,2346,1.843,0.0003192,283214354.932489
"FALSE POSITIVE",10616571,"K00340.01",15640,0.626602,77800,76,0.38,2,1380,19.75,0.0007737,-2454970
